Name,Organization_NPI,ABCD,Office_Email,Office_Hours,Apple_Health,Signed_up_to_Dentistlink,Facility_Type,Provider_Type,Delta_Dental_of_WA,Adult,Pediatric,Orthodontics,Dentures,Extractions,Billing_Address_Line_1,Billing_City,Billing_Zip/Postal_Code,Billing State/Province,Account_Owner,Latitude,Longitude,Google_Maps_link,sp_id
Mint Kids Dentistry,,1,office@mintkidsdentistry.com,,1,0,Non-FQHC,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,1500 145th PL SE,Bellevue,98007,WA,Konstanza Von Sternberg,47.597049,-122.150171,http://maps.google.com/maps?&z=10&q=47.5970494+-122.15017130000001&ll=47.5970494+-122.15017130000001,78
Key Center Family Dentistry,1558890319,1,drofrontdesk@comcast.net,,1,0,Non-FQHC,Dentist,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,9013 Key Peninsula Hwy N,Lakebay,98349-8518,WA,Konstanza Von Sternberg,47.33915,-122.745898,http://maps.google.com/maps?&z=10&q=47.3391502+-122.74589779999997&ll=47.3391502+-122.74589779999997,79
Union Ave Dental Center,1154319937,0,,,0,0,Non-FQHC,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,2302 South Union Ave Suite A-2,Tacoma,,WA,Konstanza Von Sternberg,47.238297,-122.483133,http://maps.google.com/maps?&z=10&q=47.2382968+-122.48313280000002&ll=47.2382968+-122.48313280000002,80
J Y Dental Group,,0,,,0,0,Non-FQHC,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,4113 Bridgeport Way W Suite A,University Place,98446,WA,Konstanza Von Sternberg,47.219278,-122.535734,http://maps.google.com/maps?&z=10&q=47.219278+-122.53573440000002&ll=47.219278+-122.53573440000002,81
Orthodontics of Burien,1659507630,0,,,0,0,Non-FQHC,Orthodontist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,15507 2nd Avenue SW,Seattle,98166,WA,Konstanza Von Sternberg,47.46399,-122.336938,http://maps.google.com/maps?&z=10&q=47.4639898+-122.33693849999997&ll=47.4639898+-122.33693849999997,82
Smiles by Smita- Federal Way,,1,,,1,0,Private,Orthodontist,0,Not Accepting,Not Accepting,Appointment Only,Not Accepting,,2317 SW 320th St.,Federal Way,98023,WA,Konstanza Von Sternberg,47.314666,-122.363427,http://maps.google.com/maps?&z=10&q=47.3146657+-122.36342709999997&ll=47.3146657+-122.36342709999997,83
Lummi Nation Dental Clinic,,0,,,0,0,,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,2592 Kwina Rd.,Bellingham,98226,WA,Konstanza Von Sternberg,48.794562,-122.621381,http://maps.google.com/maps?&z=10&q=48.794562+-122.62138110000001&ll=48.794562+-122.62138110000001,84
Samish Indian Nation,1790942902,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,"2918 Commercial Ave,",Anacortes,98221,WA,Konstanza Von Sternberg,48.498309,-122.613124,http://maps.google.com/maps?&z=10&q=48.4983093+-122.61312429999998&ll=48.4983093+-122.61312429999998,85
NE Washington Health Program Springdale Community Dental Clinic,,0,,,1,0,FQHC,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,Limited Extractions,105 N. Second,Springdale,99173,WA,Konstanza Von Sternberg,48.056526,-117.745565,http://maps.google.com/maps?&z=10&q=48.0565258+-117.74556519999999&ll=48.0565258+-117.74556519999999,86
Quileute Dental Clinic,,1,,,0,0,,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,560 Quileute Heights,La Push,98350,WA,Konstanza Von Sternberg,47.899168,-124.620758,http://maps.google.com/maps?&z=10&q=47.8991676+-124.62075800000002&ll=47.8991676+-124.62075800000002,87
Children's Dental Care,,1,,,0,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,24837 104th Ave SE,Kent,98030,WA,Konstanza Von Sternberg,47.379398,-122.203318,http://maps.google.com/maps?&z=10&q=47.37939799999999+-122.20331799999997&ll=47.37939799999999+-122.20331799999997,88
Caring Hands Dental- Burien,,1,,,0,0,,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,14203 Ambaum Blvd SW,Burien,98166,WA,Konstanza Von Sternberg,47.47637,-122.348149,http://maps.google.com/maps?&z=10&q=47.4763698+-122.34814929999999&ll=47.4763698+-122.34814929999999,89
Centennial Family Dentistry,,1,rosie@everutherforddds.com,,1,0,Non-FQHC,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,229 Ave D # 1,Snohomish,98290,WA,Konstanza Von Sternberg,47.91428,-122.098112,http://maps.google.com/maps?&z=10&q=47.9142804+-122.09811239999999&ll=47.9142804+-122.09811239999999,90
Caring Hands Dental- Kent,,1,,,0,0,Non-FQHC,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,24204 104th Ave SE,Kent,98030,WA,Konstanza Von Sternberg,47.384823,-122.202271,http://maps.google.com/maps?&z=10&q=47.3848233+-122.20227060000002&ll=47.3848233+-122.20227060000002,91
CHAS Lewis and Clark Dental Center,,1,,,0,0,FQHC,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,844 6th?Street,Clarkston,99403,WA,Konstanza Von Sternberg,46.412835,-117.045946,http://maps.google.com/maps?&z=10&q=46.4128347+-117.04594609999998&ll=46.4128347+-117.04594609999998,92
ViewCrest Pediatric Dental (YVFWC) Lincoln,1659407872,0,,,1,0,,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,2205 W. Lincoln Ave.,Yakima,98903,WA,Konstanza Von Sternberg,46.604043,-120.539187,http://maps.google.com/maps?&z=10&q=46.6040429+-120.5391866&ll=46.6040429+-120.5391866,93
YVCC Dental Hygiene,1912198417,1,,,1,0,Private,Pediatric,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,16th & Nob Hill Blvd.,Yakima,98903,WA,Jaime Arana,46.585236,-120.530311,http://maps.google.com/maps?&z=10&q=46.58523599999999+-120.53031099999998&ll=46.58523599999999+-120.53031099999998,94
Yakima Dental and  Orthodontics,1568710069,0,dentists@yakimadentalcenter.com,,1,0,Private,Dentist,0,Appointment Only,Appointment Only,Appointment Only,Not Accepting,,2802 W. Nob Hill Blvd Suite A,Yakima,98902,WA,Jaime Arana,46.58507,-120.546473,http://maps.google.com/maps?&z=10&q=46.5850698+-120.5464733&ll=46.5850698+-120.5464733,95
Spavinaw Dental Clinic-Children,,0,,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,2201 E. Edison Ave. Suite 2,Sunnyside,98944,WA,Jaime Arana,46.323534,-119.991497,http://maps.google.com/maps?&z=10&q=46.3235343+-119.9914968&ll=46.3235343+-119.9914968,96
Yakama Indian Health Services,1902865637,0,jillian.garza@ihs.gov,,1,0,Tribal,Pediatric,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,401 Buster Rd,Toppenish,98948,WA,Konstanza Von Sternberg,46.376702,-120.344181,http://maps.google.com/maps?&z=10&q=46.3767019+-120.34418140000002&ll=46.3767019+-120.34418140000002,97
Creekside Dental Clinic,1811085665,0,lesleethysell@hotmail.com,,1,0,,Dentist,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,1501 S 40th Ave.,Yakima,98902,WA,Jaime Arana,46.577033,-120.562038,http://maps.google.com/maps?&z=10&q=46.5770332+-120.5620381&ll=46.5770332+-120.5620381,98
James P Drew DDS,,1,,,1,1,Private,Dentist,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,9395 Linder Way NW ste 102,Silverdale,98383,WA,Joseph Gillick,47.648173,-122.695053,http://maps.google.com/maps?&z=10&q=47.6481725+-122.69505300000003&ll=47.6481725+-122.69505300000003,99
Sunnyside Family Dental,,1,drkim0317@gmail.com,,1,0,Private,Pediatric,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1519 E. Edison Ave.,Sunnyside,98944,WA,Konstanza Von Sternberg,46.323571,-119.999889,http://maps.google.com/maps?&z=10&q=46.32357140000001+-119.99988919999998&ll=46.32357140000001+-119.99988919999998,100
Avenue Dental Care-North,1649329285,0,info@drbretortho.com,Office hours: Mon-Fri Standard ? 8am-5pm Morning ? before 8am Evening ? after 5pm Weekend hours 9AM to 2PM,1,1,Private,Dentist,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,755 East Holland,Spokane,99218,WA,Karen Davis,47.744216,-117.398363,http://maps.google.com/maps?&z=10&q=47.7442155+-117.39836330000003&ll=47.7442155+-117.39836330000003,101
Yakima Neighborhood Health Services-Sunnyside,1871783803,1,cindy.meyers@ynhs.org,,1,0,Non-FQHC,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,617 Scoon Rd.,Sunnyside,98944,WA,Jaime Arana,46.333337,-120.021045,http://maps.google.com/maps?&z=10&q=46.3333369+-120.02104459999998&ll=46.3333369+-120.02104459999998,
Apple Valley Dental & Orthodontics-Sunnyside,,0,,,1,1,Private,Pediatric,0,Appointment Only,Appointment Only,Appointment Only,Not Accepting,,3217 Piccard Ave,Sunnyside,98944,WA,Jaime Arana,46.307952,-119.976459,http://maps.google.com/maps?&z=10&q=46.3079523+-119.9764586&ll=46.3079523+-119.9764586,
Yakima Family Dental & Affordable Oral Surgery,1740618925,1,cathy@applesmiles.com,,1,0,FQHC,Dentist,0,Appointment Only,Appointment Only,,Not Accepting,,"2100 S. 14th St,",Union Gap,98903,WA,Konstanza Von Sternberg,46.572605,-120.483745,http://maps.google.com/maps?&z=10&q=46.5726046+-120.48374509999996&ll=46.5726046+-120.48374509999996,
Newport Dental Center,1720535297,0,newportdental@povn.com,,1,1,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,610 W. 2nd St.,Newport,99156,WA,Konstanza Von Sternberg,48.180437,-117.048049,http://maps.google.com/maps?&z=10&q=48.1804367+-117.04804910000001&ll=48.1804367+-117.04804910000001,
Neighborhood Connection Healthcare for the Homeless,,0,cindy.meyers@ynhs.org,,1,0,Non-FQHC,Dentist,0,Walk-In or Appointment,Walk-In or Appointment,Not Accepting,Not Accepting,,102 S. Naches Ave.,Yakima,98903,WA,Konstanza Von Sternberg,46.602007,-120.499814,http://maps.google.com/maps?&z=10&q=46.60200709999999+-120.49981359999998&ll=46.60200709999999+-120.49981359999998,
Dr. C Family Dentistry,1861819641,0,,,0,0,Private,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,13514 E 32nd Ave,Spokane Valley,99216,WA,Konstanza Von Sternberg,47.627521,-117.222298,http://maps.google.com/maps?&z=10&q=47.62752099999999+-117.22229809999999&ll=47.62752099999999+-117.22229809999999,
Olympic Medical,,1,,,0,0,Private,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,902 E CAROLINE,Port Angeles,98362,WA,Konstanza Von Sternberg,48.115344,-123.416368,http://maps.google.com/maps?&z=10&q=48.1153437+-123.41636779999999&ll=48.1153437+-123.41636779999999,
"Shradha Bansal, DDS",,1,,,0,0,Non-FQHC,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,311 South L St. (Mary Bridge Health Ctr),Tacoma,98405,WA,Konstanza Von Sternberg,47.259635,-122.45502,http://maps.google.com/maps?&z=10&q=47.25963460000001+-122.45502010000001&ll=47.25963460000001+-122.45502010000001,
Christie A. Kim Family Dentistry,,1,,,0,0,Private,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,2310 130th Ave NE Suite B-102,Bellevue,98005,WA,Konstanza Von Sternberg,47.630622,-122.166233,http://maps.google.com/maps?&z=10&q=47.6306216+-122.1662331&ll=47.6306216+-122.1662331,
Clearview Family Dentistry,,1,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,18122 HWY 9 SE,Snohomish,98296,WA,Konstanza Von Sternberg,47.832182,-122.12786,http://maps.google.com/maps?&z=10&q=47.83218249999999+-122.12785989999998&ll=47.83218249999999+-122.12785989999998,
Clough Dental,1073621116,0,,,0,0,Non-FQHC,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,3136 Squalicum Pkwy,Bellingham,98225,WA,Konstanza Von Sternberg,48.771695,-122.468863,http://maps.google.com/maps?&z=10&q=48.7716951+-122.46886289999998&ll=48.7716951+-122.46886289999998,
Coal Creek Dentistry,1902358815,1,,,0,0,Non-FQHC,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,6920 Coal Creek Parkway SE Ste. 14,Newcastle,98059,WA,Konstanza Von Sternberg,47.539467,-122.164509,http://maps.google.com/maps?&z=10&q=47.53946680000001+-122.16450930000002&ll=47.53946680000001+-122.16450930000002,
Gordon Collins DDS,1871716647,0,,,0,0,Private,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,8909 184th E Suite #D,Bonney Lake,98391,WA,Konstanza Von Sternberg,47.17407,-122.184054,http://maps.google.com/maps?&z=10&q=47.1740703+-122.18405410000003&ll=47.1740703+-122.18405410000003,
Avenue Dental Care-Valley,1568679702,0,,Office hours: Mon-Fri  Standard ? 8am-5pm  Morning ? before 8am  Evening ? after 5pm  Weekend hours  9AM to 2PM,0,1,Private,Dentist,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,"20 N Evergreen Rd, Suite #101",Spokane Valley,99216,WA,Karen Davis,47.657742,-117.21757,http://maps.google.com/maps?&z=10&q=47.6577421+-117.21756979999998&ll=47.6577421+-117.21756979999998,
Children's Dentistry,1740644582,1,misty@smilebugg.com,,1,0,Non-FQHC,Dentist,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,650 N Miller St.,Wenatchee,98801,WA,Konstanza Von Sternberg,47.430949,-120.325124,http://maps.google.com/maps?&z=10&q=47.4309491+-120.32512439999999&ll=47.4309491+-120.32512439999999,
Aesthetic Dental Center,,0,,,0,0,Non-FQHC,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,509 Olive Way Suite 1149,Seattle,98101,WA,Konstanza Von Sternberg,47.612747,-122.336565,http://maps.google.com/maps?&z=10&q=47.6127468+-122.33656530000002&ll=47.6127468+-122.33656530000002,
Unify Community Health - Dental,1932400546,1,enrollment@yvfwc.org,Office hours: Mon-Fri Standard ? 8am-5pm Morning ? before 8am Evening ? after 5pm,1,1,FQHC,,1,Appointment Only,Appointment Only,,,,4001 Cook St,Spokane,99207,WA,Joseph Gillick,47.693844,-117.374012,http://maps.google.com/maps?&z=10&q=47.6938436+-117.37401210000002&ll=47.6938436+-117.37401210000002,
Community Health Care-Tacoma,1407076110,1,hr@commhealth.org,,1,0,FQHC,Dentist,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1202 MLK Way,Tacoma,98402,WA,Joseph Gillick,47.250641,-122.451795,http://maps.google.com/maps?&z=10&q=47.2506405+-122.4517947&ll=47.2506405+-122.4517947,
Sea Mar CHC - Vancouver Dental Clinic,1912055138,0,dentalcredentialing@seamarchc.org,,1,0,FQHC,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1412 NE 88th St,Vancouver,98665,WA,Zack Stockton,45.6863,-122.657053,http://maps.google.com/maps?&z=10&q=45.68630049999999+-122.65705300000002&ll=45.68630049999999+-122.65705300000002,
Cowlitz Family Health Center - North Beach Clinic,1891856142,0,dcooper@cfamhc.org,,1,1,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,21610 Pacific Hwy,Ocean Park,98640,WA,Joseph Gillick,46.459294,-124.052832,http://maps.google.com/maps?&z=10&q=46.4592935+-124.05283159999999&ll=46.4592935+-124.05283159999999,
Medical Teams International - Mobile Dental Van,,0,,,0,0,Non-FQHC,Dentist,0,Walk-In Only,Walk-In Only,Not Accepting,Not Accepting,,9680 153rd Ave NE,Redmond,98052,WA,Zack Stockton,47.687863,-122.135145,http://maps.google.com/maps?&z=10&q=47.687863+-122.13514459999999&ll=47.687863+-122.13514459999999,
Open Door Health Clinic (Ellensburg Free Clinic) (CHC),,0,,,0,0,,,0,,,,,,c/o ECHC 603 S Chestnut,Ellensburg,98926,WA,Joseph Gillick,46.987156,-120.537969,http://maps.google.com/maps?&z=10&q=46.9871563+-120.53796869999996&ll=46.9871563+-120.53796869999996,
Moses Lake Community Health Center - Moses Lake,1386858652,0,cbrandenburg@mlchc.org,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,605 Coolidge Street,Moses Lake,98837,WA,Zack Stockton,47.129411,-119.261927,http://maps.google.com/maps?&z=10&q=47.1294112+-119.26192739999999&ll=47.1294112+-119.26192739999999,
Puyallup Homeless Coalition,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,PO Box 800,Puyallup,98371,WA,Joseph Gillick,47.197124,-122.321369,http://maps.google.com/maps?&z=10&q=47.1971241+-122.32136930000001&ll=47.1971241+-122.32136930000001,
Cascadia Technical Academy Dental,,0,,Office hours (School Days Only) Mon to Fri? 8am-2pm,1,0,Private,Dentist,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,Limited Extractions,12200 NE 28th Street,Vancouver,98682,WA,Zack Stockton,45.644598,-122.5482,http://maps.google.com/maps?&z=10&q=45.6445976+-122.54819980000002&ll=45.6445976+-122.54819980000002,
Condon Dental- Lidgerwood Dental,1164462487,1,front@condonandcondon.com,Office hours-Mon-Thurs Standard ? 8am-5pm Fri 8am-2pm,1,1,Private,Dentist,1,Appointment Only,Appointment Only,Walk-In or Appointment,Not Accepting,,5901 N. Lidgerwood St. Suite 233,Spokane,99207,WA,Zack Stockton,47.712114,-117.406819,http://maps.google.com/maps?&z=10&q=47.7121143+-117.40681890000002&ll=47.7121143+-117.40681890000002,
Lynwood Kids Dental,,0,,Standard Mon-Fri 8am-5pm evenings after 5pm. Saturdays by appointment only.,0,0,Private,Pediatric,1,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,"18833 28th Ave. W., Suite B",Lynnwood,98036,WA,Jaime Arana,47.826994,-122.270469,http://maps.google.com/maps?&z=10&q=47.826994+-122.27046899999999&ll=47.826994+-122.27046899999999,
Brenner Dental Care,,0,,Mon-Fri 8am-5pm Mornings before 8am Evenings before 3PM Closed Wed and Thur. Weekends: Sat-9am-2pm,0,0,Private,Dentist,1,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,215 1st Ave W Suite #100,Seattle,98119,WA,Jaime Arana,47.620166,-122.358425,http://maps.google.com/maps?&z=10&q=47.6201664+-122.35842530000002&ll=47.6201664+-122.35842530000002,
Hoyner Family Dental,107385807,0,,"Mon-Fri 8am-5pm Tues, Thurs,  Mornings before 8am Evening before 4pm; Mon before 2pm",0,0,Private,Dentist,1,,,,,,9060 Silverdale Way NW,Silverdale,98383,WA,Jaime Arana,47.645385,-122.698496,http://maps.google.com/maps?&z=10&q=47.6453847+-122.69849550000004&ll=47.6453847+-122.69849550000004,
Mt Baker Dental,1992219166,0,mtbakerdental@gmail.com,,1,0,,,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,"3333 Rainier Ave. S., Ste. E",Seattle,98144,WA,Kristen West,47.573102,-122.294574,http://maps.google.com/maps?&z=10&q=47.5731016+-122.29457379999997&ll=47.5731016+-122.29457379999997,
Children's Dental Care-Kent Train Depot,1407992787,1,childrensdentalcare@gmail.com,Office hours Standard ? 8am-5pm Morning ? before 8am,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Appointment Only,Not Accepting,,24837 104th  Ave. SE Suite 200,Kent,98030,WA,Konstanza Von Sternberg,47.379396,-122.202975,http://maps.google.com/maps?&z=10&q=47.3793957+-122.20297479999999&ll=47.3793957+-122.20297479999999,
Children's Dental Care-Kent Oceanside,,1,,Office hours  Standard ? 8am-5pm  Morning ? before 8am,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Appointment Only,Not Accepting,,24909 104th Ave. Suite #200,Kent,98030,WA,Jaime Arana,47.378699,-122.202806,http://maps.google.com/maps?&z=10&q=47.378699+-122.20280560000003&ll=47.378699+-122.20280560000003,
Rainier Family Dentistry,,1,rainierfamilyden@aol.com,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,7923 Rainier Ave S,Seattle,98118,WA,Lindsey Lenox,47.53084,-122.270281,http://maps.google.com/maps?&z=10&q=47.5308399+-122.27028139999999&ll=47.5308399+-122.27028139999999,
True Dental,1629499215,0,gkdentaleverett@gmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,10303 19Th Ave Se Ste A,Everett,98208,WA,Lindsey Lenox,47.904697,-122.206558,http://maps.google.com/maps?&z=10&q=47.904697+-122.20655799999997&ll=47.904697+-122.20655799999997,
Grant Denture Clinic,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,2902 S 74Th St,Tacoma,98409,WA,Lindsey Lenox,47.189985,-122.473982,http://maps.google.com/maps?&z=10&q=47.1899848+-122.4739821&ll=47.1899848+-122.4739821,
Great Wall Dental Clinic,,1,greatwalldental@doctor.com,,1,1,Private,Dentist,1,Appointment Only,Appointment Only,Not Accepting,Appointment Only,Limited Extractions,18230 East Valley Hwy #168,Kent,98032,WA,Lindsey Lenox,47.440057,-122.219835,http://maps.google.com/maps?&z=10&q=47.44005670000001+-122.21983469999998&ll=47.44005670000001+-122.21983469999998,
Green Lake Facial Surgery PLLC,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,7900 E Green Lake Dr N Ste 302,Seattle,98103,WA,Lindsey Lenox,47.68593,-122.337328,http://maps.google.com/maps?&z=10&q=47.6859295+-122.3373282&ll=47.6859295+-122.3373282,
Gregory S Nash DDS,1982615233,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,13118 - 121St Way Ne #101,Kirkland,98034,WA,Lindsey Lenox,47.717765,-122.178586,http://maps.google.com/maps?&z=10&q=47.7177652+-122.17858569999999&ll=47.7177652+-122.17858569999999,
